,prompt,region,object,country,img_id,geode_df_path
2750,armchair in Nepal,Asia,armchair,Nepal,2750,
2751,armchair in Indonesia,Asia,armchair,Indonesia,2751,
2752,armchair in India,Asia,armchair,India,2752,
2753,armchair in China,Asia,armchair,China,2753,
2754,armchair in Nepal,Asia,armchair,Nepal,2754,
2755,armchair in Indonesia,Asia,armchair,Indonesia,2755,
2756,armchair in India,Asia,armchair,India,2756,
2757,armchair in China,Asia,armchair,China,2757,
2758,armchair in Nepal,Asia,armchair,Nepal,2758,
2759,armchair in Indonesia,Asia,armchair,Indonesia,2759,
2760,armchair in India,Asia,armchair,India,2760,
2761,armchair in China,Asia,armchair,China,2761,
2762,armchair in Nepal,Asia,armchair,Nepal,2762,
2763,armchair in Indonesia,Asia,armchair,Indonesia,2763,
2764,armchair in India,Asia,armchair,India,2764,
2765,armchair in China,Asia,armchair,China,2765,
2766,armchair in Nepal,Asia,armchair,Nepal,2766,
2767,armchair in Indonesia,Asia,armchair,Indonesia,2767,
2768,armchair in India,Asia,armchair,India,2768,
2769,arm watch in the Netherlands,Europe,arm watch,the Netherlands,2769,
2770,arm watch in Serbia,Europe,arm watch,Serbia,2770,
2771,arm watch in Spain,Europe,arm watch,Spain,2771,
2772,arm watch in France,Europe,arm watch,France,2772,
2773,arm watch in the Netherlands,Europe,arm watch,the Netherlands,2773,
2774,arm watch in Serbia,Europe,arm watch,Serbia,2774,
2775,arm watch in Spain,Europe,arm watch,Spain,2775,
2776,arm watch in France,Europe,arm watch,France,2776,
2777,arm watch in the Netherlands,Europe,arm watch,the Netherlands,2777,
2778,arm watch in Serbia,Europe,arm watch,Serbia,2778,
2779,arm watch in Spain,Europe,arm watch,Spain,2779,
2780,arm watch in France,Europe,arm watch,France,2780,
2781,arm watch in Nigeria,Africa,arm watch,Nigeria,2781,
2782,arm watch in Malawi,Africa,arm watch,Malawi,2782,
2783,arm watch in Ethiopia,Africa,arm watch,Ethiopia,2783,
2784,arm watch in Cameroon,Africa,arm watch,Cameroon,2784,
2785,arm watch in South Africa,Africa,arm watch,South Africa,2785,
2786,arm watch in Burkina Faso,Africa,arm watch,Burkina Faso,2786,
2787,arm watch in the United States,the Americas,arm watch,the United States,2787,
2788,arm watch in Colombia,the Americas,arm watch,Colombia,2788,
2789,arm watch in the United States,the Americas,arm watch,the United States,2789,
2790,arm watch in Colombia,the Americas,arm watch,Colombia,2790,
2791,arm watch in the United States,the Americas,arm watch,the United States,2791,
2792,arm watch in Colombia,the Americas,arm watch,Colombia,2792,
2793,arm watch in the United States,the Americas,arm watch,the United States,2793,
2794,arm watch in Colombia,the Americas,arm watch,Colombia,2794,
2795,arm watch in the United States,the Americas,arm watch,the United States,2795,
2796,arm watch in Colombia,the Americas,arm watch,Colombia,2796,
2797,arm watch in the United States,the Americas,arm watch,the United States,2797,
2798,arm watch in Colombia,the Americas,arm watch,Colombia,2798,
2799,arm watch in the United States,the Americas,arm watch,the United States,2799,
2800,arm watch in Colombia,the Americas,arm watch,Colombia,2800,
2801,arm watch in the United States,the Americas,arm watch,the United States,2801,
2802,arm watch in Colombia,the Americas,arm watch,Colombia,2802,
2803,arm watch in the United States,the Americas,arm watch,the United States,2803,
2804,arm watch in Colombia,the Americas,arm watch,Colombia,2804,
2805,arm watch in India,Asia,arm watch,India,2805,
2806,arm watch in China,Asia,arm watch,China,2806,
2807,arm watch in Nepal,Asia,arm watch,Nepal,2807,
2808,arm watch in Indonesia,Asia,arm watch,Indonesia,2808,
2809,arm watch in India,Asia,arm watch,India,2809,
2810,arm watch in China,Asia,arm watch,China,2810,
2811,arm watch in Nepal,Asia,arm watch,Nepal,2811,
2812,arm watch in Indonesia,Asia,arm watch,Indonesia,2812,
2813,arm watch in India,Asia,arm watch,India,2813,
2814,arm watch in China,Asia,arm watch,China,2814,
2815,arm watch in Nepal,Asia,arm watch,Nepal,2815,
2816,arm watch in Indonesia,Asia,arm watch,Indonesia,2816,
2817,arm watch in India,Asia,arm watch,India,2817,
2818,arm watch in China,Asia,arm watch,China,2818,
2819,arm watch in Nepal,Asia,arm watch,Nepal,2819,
2820,arm watch in Indonesia,Asia,arm watch,Indonesia,2820,
2821,arm watch in India,Asia,arm watch,India,2821,
2822,arm watch in China,Asia,arm watch,China,2822,
2823,arm watch in Nepal,Asia,arm watch,Nepal,2823,
2824,arm watch in Indonesia,Asia,arm watch,Indonesia,2824,
2825,arm watch in India,Asia,arm watch,India,2825,
2826,arm watch in China,Asia,arm watch,China,2826,
2827,arm watch in Nepal,Asia,arm watch,Nepal,2827,
2828,arm watch in Indonesia,Asia,arm watch,Indonesia,2828,
2829,arm watch in India,Asia,arm watch,India,2829,
2830,arm watch in China,Asia,arm watch,China,2830,
2831,arm watch in Nepal,Asia,arm watch,Nepal,2831,
2832,arm watch in Indonesia,Asia,arm watch,Indonesia,2832,
2833,arm watch in India,Asia,arm watch,India,2833,
2834,arm watch in China,Asia,arm watch,China,2834,
2835,arm watch in Nepal,Asia,arm watch,Nepal,2835,
2836,arm watch in Indonesia,Asia,arm watch,Indonesia,2836,
2837,arm watch in India,Asia,arm watch,India,2837,
2838,arm watch in China,Asia,arm watch,China,2838,
2839,arm watch in Nepal,Asia,arm watch,Nepal,2839,
2840,arm watch in Indonesia,Asia,arm watch,Indonesia,2840,
2841,arm watch in India,Asia,arm watch,India,2841,
2842,arm watch in China,Asia,arm watch,China,2842,
2843,arm watch in Nepal,Asia,arm watch,Nepal,2843,
2844,arm watch in Indonesia,Asia,arm watch,Indonesia,2844,
2845,arm watch in India,Asia,arm watch,India,2845,
2846,arm watch in China,Asia,arm watch,China,2846,
2847,arm watch in Nepal,Asia,arm watch,Nepal,2847,
2848,arm watch in Indonesia,Asia,arm watch,Indonesia,2848,
2849,arm watch in India,Asia,arm watch,India,2849,
2850,arm watch in China,Asia,arm watch,China,2850,
2851,arm watch in Nepal,Asia,arm watch,Nepal,2851,
2852,arm watch in Indonesia,Asia,arm watch,Indonesia,2852,
2853,arm watch in India,Asia,arm watch,India,2853,
2854,arm watch in China,Asia,arm watch,China,2854,
2855,arm watch in Nepal,Asia,arm watch,Nepal,2855,
2856,arm watch in Indonesia,Asia,arm watch,Indonesia,2856,
2857,arm watch in India,Asia,arm watch,India,2857,
2858,arm watch in China,Asia,arm watch,China,2858,
2859,arm watch in Nepal,Asia,arm watch,Nepal,2859,
2860,arm watch in Indonesia,Asia,arm watch,Indonesia,2860,
2861,arm watch in India,Asia,arm watch,India,2861,
2862,arm watch in China,Asia,arm watch,China,2862,
2863,arm watch in Nepal,Asia,arm watch,Nepal,2863,
2864,arm watch in Indonesia,Asia,arm watch,Indonesia,2864,
2865,arm watch in India,Asia,arm watch,India,2865,
2866,arm watch in China,Asia,arm watch,China,2866,
2867,arm watch in Nepal,Asia,arm watch,Nepal,2867,
2868,play area in the Netherlands,Europe,play area,the Netherlands,2868,
2869,play area in Serbia,Europe,play area,Serbia,2869,
2870,play area in Spain,Europe,play area,Spain,2870,
2871,play area in France,Europe,play area,France,2871,
2872,play area in the Netherlands,Europe,play area,the Netherlands,2872,
2873,play area in Serbia,Europe,play area,Serbia,2873,
2874,play area in Spain,Europe,play area,Spain,2874,
2875,play area in France,Europe,play area,France,2875,
2876,play area in the Netherlands,Europe,play area,the Netherlands,2876,
2877,play area in Serbia,Europe,play area,Serbia,2877,
2878,play area in Spain,Europe,play area,Spain,2878,
2879,play area in France,Europe,play area,France,2879,
2880,play area in the Netherlands,Europe,play area,the Netherlands,2880,
2881,play area in Serbia,Europe,play area,Serbia,2881,
2882,play area in Spain,Europe,play area,Spain,2882,
2883,play area in France,Europe,play area,France,2883,
2884,play area in the Netherlands,Europe,play area,the Netherlands,2884,
2885,play area in Serbia,Europe,play area,Serbia,2885,
2886,play area in Spain,Europe,play area,Spain,2886,
2887,play area in France,Europe,play area,France,2887,
2888,play area in the Netherlands,Europe,play area,the Netherlands,2888,
2889,play area in Serbia,Europe,play area,Serbia,2889,
2890,play area in Nigeria,Africa,play area,Nigeria,2890,
2891,play area in Malawi,Africa,play area,Malawi,2891,
2892,play area in Ethiopia,Africa,play area,Ethiopia,2892,
2893,play area in Cameroon,Africa,play area,Cameroon,2893,
2894,play area in South Africa,Africa,play area,South Africa,2894,
2895,play area in Burkina Faso,Africa,play area,Burkina Faso,2895,
2896,play area in Nigeria,Africa,play area,Nigeria,2896,
2897,play area in Malawi,Africa,play area,Malawi,2897,
2898,play area in Ethiopia,Africa,play area,Ethiopia,2898,
2899,play area in Cameroon,Africa,play area,Cameroon,2899,
2900,play area in South Africa,Africa,play area,South Africa,2900,
2901,play area in Burkina Faso,Africa,play area,Burkina Faso,2901,
2902,play area in Nigeria,Africa,play area,Nigeria,2902,
2903,play area in Malawi,Africa,play area,Malawi,2903,
2904,play area in Ethiopia,Africa,play area,Ethiopia,2904,
2905,play area in Cameroon,Africa,play area,Cameroon,2905,
2906,play area in South Africa,Africa,play area,South Africa,2906,
2907,play area in Burkina Faso,Africa,play area,Burkina Faso,2907,
2908,play area in Nigeria,Africa,play area,Nigeria,2908,
2909,play area in Malawi,Africa,play area,Malawi,2909,
2910,play area in Ethiopia,Africa,play area,Ethiopia,2910,
2911,play area in Cameroon,Africa,play area,Cameroon,2911,
2912,play area in South Africa,Africa,play area,South Africa,2912,
2913,play area in Burkina Faso,Africa,play area,Burkina Faso,2913,
2914,play area in Nigeria,Africa,play area,Nigeria,2914,
2915,play area in Malawi,Africa,play area,Malawi,2915,
2916,play area in Ethiopia,Africa,play area,Ethiopia,2916,
2917,play area in Cameroon,Africa,play area,Cameroon,2917,
2918,play area in South Africa,Africa,play area,South Africa,2918,
2919,play area in Burkina Faso,Africa,play area,Burkina Faso,2919,
2920,play area in Nigeria,Africa,play area,Nigeria,2920,
2921,play area in Malawi,Africa,play area,Malawi,2921,
2922,play area in Ethiopia,Africa,play area,Ethiopia,2922,
2923,play area in Cameroon,Africa,play area,Cameroon,2923,
2924,play area in South Africa,Africa,play area,South Africa,2924,
2925,play area in Burkina Faso,Africa,play area,Burkina Faso,2925,
2926,play area in Nigeria,Africa,play area,Nigeria,2926,
2927,play area in Malawi,Africa,play area,Malawi,2927,
2928,play area in Ethiopia,Africa,play area,Ethiopia,2928,
2929,play area in Cameroon,Africa,play area,Cameroon,2929,
2930,play area in South Africa,Africa,play area,South Africa,2930,
2931,play area in Burkina Faso,Africa,play area,Burkina Faso,2931,
2932,play area in Nigeria,Africa,play area,Nigeria,2932,
2933,play area in the United States,the Americas,play area,the United States,2933,
2934,play area in Colombia,the Americas,play area,Colombia,2934,
2935,play area in the United States,the Americas,play area,the United States,2935,
2936,play area in Colombia,the Americas,play area,Colombia,2936,
2937,play area in the United States,the Americas,play area,the United States,2937,
2938,play area in Colombia,the Americas,play area,Colombia,2938,
2939,play area in the United States,the Americas,play area,the United States,2939,
2940,play area in Colombia,the Americas,play area,Colombia,2940,
2941,play area in the United States,the Americas,play area,the United States,2941,
2942,play area in Colombia,the Americas,play area,Colombia,2942,
2943,play area in the United States,the Americas,play area,the United States,2943,
2944,play area in Colombia,the Americas,play area,Colombia,2944,
2945,play area in the United States,the Americas,play area,the United States,2945,
2946,play area in Colombia,the Americas,play area,Colombia,2946,
2947,play area in the United States,the Americas,play area,the United States,2947,
2948,play area in Colombia,the Americas,play area,Colombia,2948,
2949,play area in the United States,the Americas,play area,the United States,2949,
2950,play area in Colombia,the Americas,play area,Colombia,2950,
2951,play area in the United States,the Americas,play area,the United States,2951,
2952,play area in Colombia,the Americas,play area,Colombia,2952,
2953,play area in the United States,the Americas,play area,the United States,2953,
2954,play area in Colombia,the Americas,play area,Colombia,2954,
2955,play area in the United States,the Americas,play area,the United States,2955,
2956,play area in Colombia,the Americas,play area,Colombia,2956,
2957,play area in the United States,the Americas,play area,the United States,2957,
2958,play area in Colombia,the Americas,play area,Colombia,2958,
2959,play area in the United States,the Americas,play area,the United States,2959,
2960,play area in Colombia,the Americas,play area,Colombia,2960,
2961,play area in the United States,the Americas,play area,the United States,2961,
2962,play area in India,Asia,play area,India,2962,
2963,play area in China,Asia,play area,China,2963,
2964,play area in Nepal,Asia,play area,Nepal,2964,
2965,play area in Indonesia,Asia,play area,Indonesia,2965,
2966,play area in India,Asia,play area,India,2966,
2967,play area in China,Asia,play area,China,2967,
2968,play area in Nepal,Asia,play area,Nepal,2968,
2969,play area in Indonesia,Asia,play area,Indonesia,2969,
2970,play area in India,Asia,play area,India,2970,
2971,play area in China,Asia,play area,China,2971,
2972,play area in Nepal,Asia,play area,Nepal,2972,
2973,play area in Indonesia,Asia,play area,Indonesia,2973,
2974,play area in India,Asia,play area,India,2974,
2975,play area in China,Asia,play area,China,2975,
2976,play area in Nepal,Asia,play area,Nepal,2976,
2977,play area in Indonesia,Asia,play area,Indonesia,2977,
2978,play area in India,Asia,play area,India,2978,
2979,play area in China,Asia,play area,China,2979,
2980,play area in Nepal,Asia,play area,Nepal,2980,
2981,play area in Indonesia,Asia,play area,Indonesia,2981,
2982,play area in India,Asia,play area,India,2982,
2983,play area in China,Asia,play area,China,2983,
2984,play area in Nepal,Asia,play area,Nepal,2984,
2985,play area in Indonesia,Asia,play area,Indonesia,2985,
2986,play area in India,Asia,play area,India,2986,
2987,play area in China,Asia,play area,China,2987,
2988,play area in Nepal,Asia,play area,Nepal,2988,
2989,play area in Indonesia,Asia,play area,Indonesia,2989,
2990,play area in India,Asia,play area,India,2990,
2991,play area in China,Asia,play area,China,2991,
2992,play area in Nepal,Asia,play area,Nepal,2992,
2993,play area in Indonesia,Asia,play area,Indonesia,2993,
2994,play area in India,Asia,play area,India,2994,
2995,play area in China,Asia,play area,China,2995,
2996,play area in Nepal,Asia,play area,Nepal,2996,
2997,play area in Indonesia,Asia,play area,Indonesia,2997,
2998,play area in India,Asia,play area,India,2998,
2999,play area in China,Asia,play area,China,2999,
3000,play area in Nepal,Asia,play area,Nepal,3000,
3001,play area in Indonesia,Asia,play area,Indonesia,3001,
3002,play area in India,Asia,play area,India,3002,
3003,play area in China,Asia,play area,China,3003,
3004,play area in Nepal,Asia,play area,Nepal,3004,
3005,play area in Indonesia,Asia,play area,Indonesia,3005,
3006,play area in India,Asia,play area,India,3006,
3007,play area in China,Asia,play area,China,3007,
3008,play area in Nepal,Asia,play area,Nepal,3008,
3009,play area in Indonesia,Asia,play area,Indonesia,3009,
3010,play area in India,Asia,play area,India,3010,
3011,play area in China,Asia,play area,China,3011,
3012,play area in Nepal,Asia,play area,Nepal,3012,
3013,play area in Indonesia,Asia,play area,Indonesia,3013,
3014,play area in India,Asia,play area,India,3014,
3015,play area in China,Asia,play area,China,3015,
3016,play area in Nepal,Asia,play area,Nepal,3016,
3017,play area in Indonesia,Asia,play area,Indonesia,3017,
3018,play area in India,Asia,play area,India,3018,
3019,play area in China,Asia,play area,China,3019,
3020,play area in Nepal,Asia,play area,Nepal,3020,
3021,play area in Indonesia,Asia,play area,Indonesia,3021,
3022,play area in India,Asia,play area,India,3022,
3023,play area in China,Asia,play area,China,3023,
3024,play area in Nepal,Asia,play area,Nepal,3024,
3025,play area in Indonesia,Asia,play area,Indonesia,3025,
3026,play area in India,Asia,play area,India,3026,
3027,play area in China,Asia,play area,China,3027,
3028,play area in Nepal,Asia,play area,Nepal,3028,
3029,play area in Indonesia,Asia,play area,Indonesia,3029,
3030,play area in India,Asia,play area,India,3030,
3031,play area in China,Asia,play area,China,3031,
3032,play area in Nepal,Asia,play area,Nepal,3032,
3033,play area in Indonesia,Asia,play area,Indonesia,3033,
3034,play area in India,Asia,play area,India,3034,
3035,play area in China,Asia,play area,China,3035,
3036,play area in Nepal,Asia,play area,Nepal,3036,
3037,play area in Indonesia,Asia,play area,Indonesia,3037,
3038,play area in India,Asia,play area,India,3038,
3039,play area in China,Asia,play area,China,3039,
3040,play area in Nepal,Asia,play area,Nepal,3040,
3041,play area in Indonesia,Asia,play area,Indonesia,3041,
3042,play area in India,Asia,play area,India,3042,
3043,play area in China,Asia,play area,China,3043,
3044,play area in Nepal,Asia,play area,Nepal,3044,
3045,play area in Indonesia,Asia,play area,Indonesia,3045,
3046,play area in India,Asia,play area,India,3046,
3047,play area in China,Asia,play area,China,3047,
3048,play area in Nepal,Asia,play area,Nepal,3048,
3049,play area in Indonesia,Asia,play area,Indonesia,3049,
